text,category
Urgent attention required for water supply in the residential area. Complaint reference 135.,Water
The local authority should inspect the tap water immediately. Complaint reference 136.,Water
Public safety is affected due to water pressure. Complaint reference 137.,Water
Residents reported a water tank issue near the central market. Complaint reference 138.,Water
Citizens complained about water tank causing inconvenience. Complaint reference 139.,Water
The local authority should inspect the reservoir immediately. Complaint reference 140.,Water
The condition of water pressure has worsened over the last month. Complaint reference 141.,Water
People in the locality are concerned about pipeline. Complaint reference 142.,Water
Repeated requests have been made to resolve the water supply issue. Complaint reference 143.,Water
Public safety is affected due to water pressure. Complaint reference 144.,Water
Multiple complaints received regarding water pressure this week. Complaint reference 145.,Water
Urgent attention required for tap water in the residential area. Complaint reference 146.,Water
Citizens complained about water leakage causing inconvenience. Complaint reference 147.,Water
Repeated requests have been made to resolve the reservoir issue. Complaint reference 148.,Water
Repeated requests have been made to resolve the hydrant issue. Complaint reference 149.,Water
Multiple complaints received regarding pipeline this week. Complaint reference 150.,Water
The condition of drainage has worsened over the last month. Complaint reference 151.,Water
People in the locality are concerned about tap water. Complaint reference 152.,Water
The condition of drainage has worsened over the last month. Complaint reference 153.,Water
Urgent attention required for tap water in the residential area. Complaint reference 154.,Water
Urgent attention required for water supply in the residential area. Complaint reference 155.,Water
Citizens complained about reservoir causing inconvenience. Complaint reference 156.,Water
Urgent attention required for reservoir in the residential area. Complaint reference 157.,Water
The local authority should inspect the water pressure immediately. Complaint reference 158.,Water
Repeated requests have been made to resolve the pipeline issue. Complaint reference 159.,Water
Multiple complaints received regarding fountain this week. Complaint reference 160.,Water
Citizens complained about drainage causing inconvenience. Complaint reference 161.,Water
The local authority should inspect the water supply immediately. Complaint reference 162.,Water
A serious problem related to fountain has been observed. Complaint reference 163.,Water
A serious problem related to pipeline has been observed. Complaint reference 164.,Water
A serious problem related to water supply has been observed. Complaint reference 165.,Water
Residents reported a reservoir issue near the central market. Complaint reference 166.,Water
Repeated requests have been made to resolve the water pressure issue. Complaint reference 167.,Water
The local authority should inspect the water tank immediately. Complaint reference 168.,Water
Repeated requests have been made to resolve the reservoir issue. Complaint reference 169.,Water
People in the locality are concerned about water supply. Complaint reference 170.,Water
Urgent attention required for pipeline in the residential area. Complaint reference 171.,Water
Public safety is affected due to drainage. Complaint reference 172.,Water
Repeated requests have been made to resolve the reservoir issue. Complaint reference 173.,Water
Public safety is affected due to hydrant. Complaint reference 174.,Water
Urgent attention required for water tank in the residential area. Complaint reference 175.,Water
The local authority should inspect the water supply immediately. Complaint reference 176.,Water
The condition of pipeline has worsened over the last month. Complaint reference 177.,Water
Repeated requests have been made to resolve the reservoir issue. Complaint reference 178.,Water
Citizens complained about water pressure causing inconvenience. Complaint reference 179.,Water
People in the locality are concerned about fountain. Complaint reference 180.,Water
Citizens complained about water supply causing inconvenience. Complaint reference 181.,Water
Repeated requests have been made to resolve the hydrant issue. Complaint reference 182.,Water
Urgent attention required for water leakage in the residential area. Complaint reference 183.,Water
Citizens complained about fountain causing inconvenience. Complaint reference 184.,Water
Citizens complained about drainage causing inconvenience. Complaint reference 185.,Water
The local authority should inspect the water supply immediately. Complaint reference 186.,Water
The local authority should inspect the tap water immediately. Complaint reference 187.,Water
Multiple complaints received regarding fountain this week. Complaint reference 188.,Water
Multiple complaints received regarding pipeline this week. Complaint reference 189.,Water
Repeated requests have been made to resolve the tap water issue. Complaint reference 190.,Water
Citizens complained about drainage causing inconvenience. Complaint reference 191.,Water
People in the locality are concerned about drainage. Complaint reference 192.,Water
Urgent attention required for fountain in the residential area. Complaint reference 193.,Water
Citizens complained about fountain causing inconvenience. Complaint reference 194.,Water
People in the locality are concerned about water tank. Complaint reference 195.,Water
Citizens complained about water supply causing inconvenience. Complaint reference 196.,Water
People in the locality are concerned about water tank. Complaint reference 197.,Water
People in the locality are concerned about water pressure. Complaint reference 198.,Water
Residents reported a water leakage issue near the central market. Complaint reference 199.,Water
Residents reported a pipeline issue near the central market. Complaint reference 200.,Water
Multiple complaints received regarding blackout this week. Complaint reference 1.,Electricity
People in the locality are concerned about street light. Complaint reference 2.,Electricity
People in the locality are concerned about power line. Complaint reference 3.,Electricity
The condition of power outage has worsened over the last month. Complaint reference 4.,Electricity
Multiple complaints received regarding electrical cable this week. Complaint reference 5.,Electricity
The condition of substation has worsened over the last month. Complaint reference 6.,Electricity
Public safety is affected due to street light. Complaint reference 7.,Electricity
The condition of substation has worsened over the last month. Complaint reference 8.,Electricity
Residents reported a transformer issue near the central market. Complaint reference 9.,Electricity
The condition of electric pole has worsened over the last month. Complaint reference 10.,Electricity
The condition of power line has worsened over the last month. Complaint reference 11.,Electricity
A serious problem related to meter has been observed. Complaint reference 12.,Electricity
People in the locality are concerned about high voltage. Complaint reference 13.,Electricity
The local authority should inspect the electric pole immediately. Complaint reference 14.,Electricity
The local authority should inspect the high voltage immediately. Complaint reference 15.,Electricity
Citizens complained about power line causing inconvenience. Complaint reference 16.,Electricity
Repeated requests have been made to resolve the high voltage issue. Complaint reference 17.,Electricity
Urgent attention required for electrical cable in the residential area. Complaint reference 18.,Electricity
A serious problem related to high voltage has been observed. Complaint reference 19.,Electricity
Urgent attention required for meter in the residential area. Complaint reference 20.,Electricity
The condition of substation has worsened over the last month. Complaint reference 21.,Electricity
Citizens complained about street light causing inconvenience. Complaint reference 22.,Electricity
Residents reported a transformer issue near the central market. Complaint reference 23.,Electricity
Public safety is affected due to substation. Complaint reference 24.,Electricity
Public safety is affected due to blackout. Complaint reference 25.,Electricity
Citizens complained about street light causing inconvenience. Complaint reference 26.,Electricity
People in the locality are concerned about high voltage. Complaint reference 27.,Electricity
A serious problem related to high voltage has been observed. Complaint reference 28.,Electricity
The condition of electric pole has worsened over the last month. Complaint reference 29.,Electricity
The condition of electrical cable has worsened over the last month. Complaint reference 30.,Electricity
Multiple complaints received regarding meter this week. Complaint reference 31.,Electricity
Residents reported a meter issue near the central market. Complaint reference 32.,Electricity
Public safety is affected due to transformer. Complaint reference 33.,Electricity
The condition of electrical cable has worsened over the last month. Complaint reference 34.,Electricity
A serious problem related to street light has been observed. Complaint reference 35.,Electricity
The local authority should inspect the blackout immediately. Complaint reference 36.,Electricity
Residents reported a power outage issue near the central market. Complaint reference 37.,Electricity
The condition of substation has worsened over the last month. Complaint reference 38.,Electricity
The condition of blackout has worsened over the last month. Complaint reference 39.,Electricity
Repeated requests have been made to resolve the substation issue. Complaint reference 40.,Electricity
Urgent attention required for power outage in the residential area. Complaint reference 41.,Electricity
Citizens complained about power line causing inconvenience. Complaint reference 42.,Electricity
The local authority should inspect the substation immediately. Complaint reference 43.,Electricity
The local authority should inspect the power line immediately. Complaint reference 44.,Electricity
Public safety is affected due to power outage. Complaint reference 45.,Electricity
People in the locality are concerned about power outage. Complaint reference 46.,Electricity
A serious problem related to electrical cable has been observed. Complaint reference 47.,Electricity
Repeated requests have been made to resolve the high voltage issue. Complaint reference 48.,Electricity
Urgent attention required for substation in the residential area. Complaint reference 49.,Electricity
Repeated requests have been made to resolve the power line issue. Complaint reference 50.,Electricity
Repeated requests have been made to resolve the meter issue. Complaint reference 51.,Electricity
People in the locality are concerned about substation. Complaint reference 52.,Electricity
Urgent attention required for blackout in the residential area. Complaint reference 53.,Electricity
Urgent attention required for electric pole in the residential area. Complaint reference 54.,Electricity
The local authority should inspect the power line immediately. Complaint reference 55.,Electricity
Repeated requests have been made to resolve the high voltage issue. Complaint reference 56.,Electricity
Citizens complained about high voltage causing inconvenience. Complaint reference 57.,Electricity
People in the locality are concerned about street light. Complaint reference 58.,Electricity
Public safety is affected due to electrical cable. Complaint reference 59.,Electricity
Residents reported a electrical cable issue near the central market. Complaint reference 60.,Electricity
Residents reported a power outage issue near the central market. Complaint reference 61.,Electricity
The local authority should inspect the electric pole immediately. Complaint reference 62.,Electricity
Repeated requests have been made to resolve the meter issue. Complaint reference 63.,Electricity
Citizens complained about meter causing inconvenience. Complaint reference 64.,Electricity
Repeated requests have been made to resolve the blackout issue. Complaint reference 65.,Electricity
The local authority should inspect the electric pole immediately. Complaint reference 66.,Electricity
The local authority should inspect the blackout immediately. Complaint reference 67.,Electricity
Public safety is affected due to electric pole. Complaint reference 68.,Electricity
Multiple complaints received regarding blackout this week. Complaint reference 69.,Electricity
The local authority should inspect the blackout immediately. Complaint reference 70.,Electricity
Repeated requests have been made to resolve the electrical cable issue. Complaint reference 71.,Electricity
The condition of electrical cable has worsened over the last month. Complaint reference 72.,Electricity
Multiple complaints received regarding blackout this week. Complaint reference 73.,Electricity
Residents reported a meter issue near the central market. Complaint reference 74.,Electricity
The local authority should inspect the high voltage immediately. Complaint reference 75.,Electricity
Public safety is affected due to transformer. Complaint reference 76.,Electricity
Multiple complaints received regarding blackout this week. Complaint reference 77.,Electricity
People in the locality are concerned about power outage. Complaint reference 78.,Electricity
Multiple complaints received regarding meter this week. Complaint reference 79.,Electricity
People in the locality are concerned about blackout. Complaint reference 80.,Electricity
Residents reported a street light issue near the central market. Complaint reference 81.,Electricity
The condition of blackout has worsened over the last month. Complaint reference 82.,Electricity
Repeated requests have been made to resolve the electric pole issue. Complaint reference 83.,Electricity
Public safety is affected due to blackout. Complaint reference 84.,Electricity
A serious problem related to electric pole has been observed. Complaint reference 85.,Electricity
People in the locality are concerned about power outage. Complaint reference 86.,Electricity
A serious problem related to transformer has been observed. Complaint reference 87.,Electricity
The condition of power outage has worsened over the last month. Complaint reference 88.,Electricity
Public safety is affected due to high voltage. Complaint reference 89.,Electricity
Public safety is affected due to electric pole. Complaint reference 90.,Electricity
Public safety is affected due to street light. Complaint reference 91.,Electricity
People in the locality are concerned about electrical cable. Complaint reference 92.,Electricity
Residents reported a meter issue near the central market. Complaint reference 93.,Electricity
Repeated requests have been made to resolve the electric pole issue. Complaint reference 94.,Electricity
Repeated requests have been made to resolve the street light issue. Complaint reference 95.,Electricity
The condition of high voltage has worsened over the last month. Complaint reference 96.,Electricity
Public safety is affected due to electrical cable. Complaint reference 97.,Electricity
Citizens complained about high voltage causing inconvenience. Complaint reference 98.,Electricity
Repeated requests have been made to resolve the meter issue. Complaint reference 99.,Electricity
Repeated requests have been made to resolve the high voltage issue. Complaint reference 100.,Electricity
Multiple complaints received regarding high voltage this week. Complaint reference 101.,Electricity
The condition of blackout has worsened over the last month. Complaint reference 102.,Electricity
A serious problem related to street light has been observed. Complaint reference 103.,Electricity
Repeated requests have been made to resolve the substation issue. Complaint reference 104.,Electricity
A serious problem related to substation has been observed. Complaint reference 105.,Electricity
Multiple complaints received regarding substation this week. Complaint reference 106.,Electricity
The condition of street light has worsened over the last month. Complaint reference 107.,Electricity
The condition of high voltage has worsened over the last month. Complaint reference 108.,Electricity
Repeated requests have been made to resolve the high voltage issue. Complaint reference 109.,Electricity
Multiple complaints received regarding substation this week. Complaint reference 110.,Electricity
People in the locality are concerned about transformer. Complaint reference 111.,Electricity
Public safety is affected due to electrical cable. Complaint reference 112.,Electricity
The local authority should inspect the power line immediately. Complaint reference 113.,Electricity
Multiple complaints received regarding electric pole this week. Complaint reference 114.,Electricity
Multiple complaints received regarding power outage this week. Complaint reference 115.,Electricity
The local authority should inspect the transformer immediately. Complaint reference 116.,Electricity
Multiple complaints received regarding meter this week. Complaint reference 117.,Electricity
A serious problem related to meter has been observed. Complaint reference 118.,Electricity
Repeated requests have been made to resolve the street light issue. Complaint reference 119.,Electricity
Repeated requests have been made to resolve the substation issue. Complaint reference 120.,Electricity
Citizens complained about substation causing inconvenience. Complaint reference 121.,Electricity
People in the locality are concerned about transformer. Complaint reference 122.,Electricity
A serious problem related to blackout has been observed. Complaint reference 123.,Electricity
Residents reported a street light issue near the central market. Complaint reference 124.,Electricity
A serious problem related to electrical cable has been observed. Complaint reference 125.,Electricity
Residents reported a street light issue near the central market. Complaint reference 126.,Electricity
Public safety is affected due to transformer. Complaint reference 127.,Electricity
The condition of high voltage has worsened over the last month. Complaint reference 128.,Electricity
Citizens complained about transformer causing inconvenience. Complaint reference 129.,Electricity
Repeated requests have been made to resolve the power outage issue. Complaint reference 130.,Electricity
Public safety is affected due to electric pole. Complaint reference 131.,Electricity
The condition of meter has worsened over the last month. Complaint reference 132.,Electricity
Multiple complaints received regarding street light this week. Complaint reference 133.,Electricity
Multiple complaints received regarding high voltage this week. Complaint reference 134.,Electricity
Urgent attention required for power outage in the residential area. Complaint reference 135.,Electricity
A serious problem related to blackout has been observed. Complaint reference 136.,Electricity
Residents reported a electrical cable issue near the central market. Complaint reference 137.,Electricity
Public safety is affected due to electric pole. Complaint reference 138.,Electricity
Residents reported a electric pole issue near the central market. Complaint reference 139.,Electricity
The condition of power line has worsened over the last month. Complaint reference 140.,Electricity
Multiple complaints received regarding electric pole this week. Complaint reference 141.,Electricity
Residents reported a power outage issue near the central market. Complaint reference 142.,Electricity
People in the locality are concerned about substation. Complaint reference 143.,Electricity
Urgent attention required for blackout in the residential area. Complaint reference 144.,Electricity
Multiple complaints received regarding high voltage this week. Complaint reference 145.,Electricity
Repeated requests have been made to resolve the meter issue. Complaint reference 146.,Electricity
The condition of electrical cable has worsened over the last month. Complaint reference 147.,Electricity
Repeated requests have been made to resolve the electric pole issue. Complaint reference 148.,Electricity
Multiple complaints received regarding meter this week. Complaint reference 149.,Electricity
Urgent attention required for street light in the residential area. Complaint reference 150.,Electricity
Citizens complained about high voltage causing inconvenience. Complaint reference 151.,Electricity
Multiple complaints received regarding meter this week. Complaint reference 152.,Electricity
Residents reported a electric pole issue near the central market. Complaint reference 153.,Electricity
Multiple complaints received regarding high voltage this week. Complaint reference 154.,Electricity
A serious problem related to blackout has been observed. Complaint reference 155.,Electricity
People in the locality are concerned about electric pole. Complaint reference 156.,Electricity
Public safety is affected due to power line. Complaint reference 157.,Electricity
The local authority should inspect the electrical cable immediately. Complaint reference 158.,Electricity
Public safety is affected due to transformer. Complaint reference 159.,Electricity
Citizens complained about transformer causing inconvenience. Complaint reference 160.,Electricity
The condition of electric pole has worsened over the last month. Complaint reference 161.,Electricity
A serious problem related to high voltage has been observed. Complaint reference 162.,Electricity
Multiple complaints received regarding power outage this week. Complaint reference 163.,Electricity
A serious problem related to power line has been observed. Complaint reference 164.,Electricity
Multiple complaints received regarding meter this week. Complaint reference 165.,Electricity
Multiple complaints received regarding high voltage this week. Complaint reference 166.,Electricity
People in the locality are concerned about blackout. Complaint reference 167.,Electricity
Multiple complaints received regarding power outage this week. Complaint reference 168.,Electricity
A serious problem related to high voltage has been observed. Complaint reference 169.,Electricity
Urgent attention required for power outage in the residential area. Complaint reference 170.,Electricity
Multiple complaints received regarding meter this week. Complaint reference 171.,Electricity
Public safety is affected due to electric pole. Complaint reference 172.,Electricity
Multiple complaints received regarding electrical cable this week. Complaint reference 173.,Electricity
Multiple complaints received regarding transformer this week. Complaint reference 174.,Electricity
People in the locality are concerned about high voltage. Complaint reference 175.,Electricity
A serious problem related to street light has been observed. Complaint reference 176.,Electricity
The condition of electric pole has worsened over the last month. Complaint reference 177.,Electricity
The condition of electric pole has worsened over the last month. Complaint reference 178.,Electricity
The local authority should inspect the blackout immediately. Complaint reference 179.,Electricity
Repeated requests have been made to resolve the power line issue. Complaint reference 180.,Electricity
Repeated requests have been made to resolve the meter issue. Complaint reference 181.,Electricity
A serious problem related to street light has been observed. Complaint reference 182.,Electricity
Urgent attention required for blackout in the residential area. Complaint reference 183.,Electricity
The condition of electrical cable has worsened over the last month. Complaint reference 184.,Electricity
The local authority should inspect the electrical cable immediately. Complaint reference 185.,Electricity
People in the locality are concerned about transformer. Complaint reference 186.,Electricity
Residents reported a transformer issue near the central market. Complaint reference 187.,Electricity
Repeated requests have been made to resolve the electrical cable issue. Complaint reference 188.,Electricity
People in the locality are concerned about street light. Complaint reference 189.,Electricity
Citizens complained about electrical cable causing inconvenience. Complaint reference 190.,Electricity
The local authority should inspect the electric pole immediately. Complaint reference 191.,Electricity
The condition of electrical cable has worsened over the last month. Complaint reference 192.,Electricity
A serious problem related to transformer has been observed. Complaint reference 193.,Electricity
The condition of blackout has worsened over the last month. Complaint reference 194.,Electricity
Repeated requests have been made to resolve the transformer issue. Complaint reference 195.,Electricity
Residents reported a meter issue near the central market. Complaint reference 196.,Electricity
Citizens complained about meter causing inconvenience. Complaint reference 197.,Electricity
Public safety is affected due to electrical cable. Complaint reference 198.,Electricity
People in the locality are concerned about meter. Complaint reference 199.,Electricity
Repeated requests have been made to resolve the power outage issue. Complaint reference 200.,Electricity
Multiple complaints received regarding community center this week. Complaint reference 1.,Other
Public safety is affected due to garbage. Complaint reference 2.,Other
Residents reported a abandoned vehicle issue near the central market. Complaint reference 3.,Other
People in the locality are concerned about public toilet. Complaint reference 4.,Other
Residents reported a park issue near the central market. Complaint reference 5.,Other
The local authority should inspect the stray animals immediately. Complaint reference 6.,Other
Repeated requests have been made to resolve the park issue. Complaint reference 7.,Other
Urgent attention required for garbage in the residential area. Complaint reference 8.,Other
Residents reported a community center issue near the central market. Complaint reference 9.,Other
Public safety is affected due to abandoned vehicle. Complaint reference 10.,Other
Citizens complained about noise causing inconvenience. Complaint reference 11.,Other
The local authority should inspect the stray animals immediately. Complaint reference 12.,Other
The condition of stray animals has worsened over the last month. Complaint reference 13.,Other
Public safety is affected due to stray animals. Complaint reference 14.,Other
Repeated requests have been made to resolve the park issue. Complaint reference 15.,Other
The local authority should inspect the noise immediately. Complaint reference 16.,Other
Citizens complained about park causing inconvenience. Complaint reference 17.,Other
Public safety is affected due to market area. Complaint reference 18.,Other
Citizens complained about market area causing inconvenience. Complaint reference 19.,Other
Residents reported a public toilet issue near the central market. Complaint reference 20.,Other
Multiple complaints received regarding garbage this week. Complaint reference 21.,Other
Repeated requests have been made to resolve the community center issue. Complaint reference 22.,Other
Repeated requests have been made to resolve the stray animals issue. Complaint reference 23.,Other
A serious problem related to stray animals has been observed. Complaint reference 24.,Other
The condition of public toilet has worsened over the last month. Complaint reference 25.,Other
Citizens complained about tree branch causing inconvenience. Complaint reference 26.,Other
A serious problem related to abandoned vehicle has been observed. Complaint reference 27.,Other
Residents reported a park issue near the central market. Complaint reference 28.,Other
People in the locality are concerned about stray animals. Complaint reference 29.,Other
A serious problem related to garbage has been observed. Complaint reference 30.,Other
Urgent attention required for public toilet in the residential area. Complaint reference 31.,Other
People in the locality are concerned about park. Complaint reference 32.,Other
The condition of garbage has worsened over the last month. Complaint reference 33.,Other
Residents reported a waste dumping issue near the central market. Complaint reference 34.,Other
Residents reported a public toilet issue near the central market. Complaint reference 35.,Other
The condition of stray animals has worsened over the last month. Complaint reference 36.,Other
Repeated requests have been made to resolve the public toilet issue. Complaint reference 37.,Other
Residents reported a public toilet issue near the central market. Complaint reference 38.,Other
Repeated requests have been made to resolve the noise issue. Complaint reference 39.,Other
A serious problem related to abandoned vehicle has been observed. Complaint reference 40.,Other
The local authority should inspect the waste dumping immediately. Complaint reference 41.,Other
People in the locality are concerned about waste dumping. Complaint reference 42.,Other
A serious problem related to tree branch has been observed. Complaint reference 43.,Other
Citizens complained about abandoned vehicle causing inconvenience. Complaint reference 44.,Other
A serious problem related to market area has been observed. Complaint reference 45.,Other
Multiple complaints received regarding stray animals this week. Complaint reference 46.,Other
Residents reported a abandoned vehicle issue near the central market. Complaint reference 47.,Other
People in the locality are concerned about market area. Complaint reference 48.,Other
Public safety is affected due to noise. Complaint reference 49.,Other
The condition of market area has worsened over the last month. Complaint reference 50.,Other
The local authority should inspect the garbage immediately. Complaint reference 51.,Other
Repeated requests have been made to resolve the stray animals issue. Complaint reference 52.,Other
Public safety is affected due to tree branch. Complaint reference 53.,Other
Citizens complained about stray animals causing inconvenience. Complaint reference 54.,Other
Public safety is affected due to abandoned vehicle. Complaint reference 55.,Other
Repeated requests have been made to resolve the noise issue. Complaint reference 56.,Other
A serious problem related to community center has been observed. Complaint reference 57.,Other
Multiple complaints received regarding public toilet this week. Complaint reference 58.,Other
The condition of noise has worsened over the last month. Complaint reference 59.,Other
Repeated requests have been made to resolve the garbage issue. Complaint reference 60.,Other
Public safety is affected due to stray animals. Complaint reference 61.,Other
Repeated requests have been made to resolve the market area issue. Complaint reference 62.,Other
Public safety is affected due to noise. Complaint reference 63.,Other
Multiple complaints received regarding public toilet this week. Complaint reference 64.,Other
The local authority should inspect the public toilet immediately. Complaint reference 65.,Other
The condition of park has worsened over the last month. Complaint reference 66.,Other
Urgent attention required for tree branch in the residential area. Complaint reference 67.,Other
A serious problem related to market area has been observed. Complaint reference 68.,Other
Multiple complaints received regarding garbage this week. Complaint reference 69.,Other
People in the locality are concerned about stray animals. Complaint reference 70.,Other
Residents reported a waste dumping issue near the central market. Complaint reference 71.,Other
A serious problem related to park has been observed. Complaint reference 72.,Other
Repeated requests have been made to resolve the waste dumping issue. Complaint reference 73.,Other
The condition of public toilet has worsened over the last month. Complaint reference 74.,Other
The local authority should inspect the public toilet immediately. Complaint reference 75.,Other
Residents reported a abandoned vehicle issue near the central market. Complaint reference 76.,Other
A serious problem related to public toilet has been observed. Complaint reference 77.,Other
The condition of park has worsened over the last month. Complaint reference 78.,Other
People in the locality are concerned about public toilet. Complaint reference 79.,Other
Public safety is affected due to public toilet. Complaint reference 80.,Other
Repeated requests have been made to resolve the public toilet issue. Complaint reference 81.,Other
Multiple complaints received regarding tree branch this week. Complaint reference 82.,Other
The condition of stray animals has worsened over the last month. Complaint reference 83.,Other
The local authority should inspect the market area immediately. Complaint reference 84.,Other
Multiple complaints received regarding abandoned vehicle this week. Complaint reference 85.,Other
Repeated requests have been made to resolve the tree branch issue. Complaint reference 86.,Other
The condition of community center has worsened over the last month. Complaint reference 87.,Other
The condition of park has worsened over the last month. Complaint reference 88.,Other
A serious problem related to tree branch has been observed. Complaint reference 89.,Other
The local authority should inspect the tree branch immediately. Complaint reference 90.,Other
Residents reported a stray animals issue near the central market. Complaint reference 91.,Other
A serious problem related to waste dumping has been observed. Complaint reference 92.,Other
Residents reported a noise issue near the central market. Complaint reference 93.,Other
Repeated requests have been made to resolve the abandoned vehicle issue. Complaint reference 94.,Other
People in the locality are concerned about waste dumping. Complaint reference 95.,Other
Multiple complaints received regarding stray animals this week. Complaint reference 96.,Other
A serious problem related to noise has been observed. Complaint reference 97.,Other
A serious problem related to tree branch has been observed. Complaint reference 98.,Other
People in the locality are concerned about stray animals. Complaint reference 99.,Other
The condition of public toilet has worsened over the last month. Complaint reference 100.,Other
The local authority should inspect the market area immediately. Complaint reference 101.,Other
The condition of abandoned vehicle has worsened over the last month. Complaint reference 102.,Other
The condition of community center has worsened over the last month. Complaint reference 103.,Other
The local authority should inspect the noise immediately. Complaint reference 104.,Other
Citizens complained about noise causing inconvenience. Complaint reference 105.,Other
The condition of market area has worsened over the last month. Complaint reference 106.,Other
Repeated requests have been made to resolve the noise issue. Complaint reference 107.,Other
Repeated requests have been made to resolve the garbage issue. Complaint reference 108.,Other
Urgent attention required for garbage in the residential area. Complaint reference 109.,Other
Residents reported a garbage issue near the central market. Complaint reference 110.,Other
Citizens complained about stray animals causing inconvenience. Complaint reference 111.,Other
Urgent attention required for public toilet in the residential area. Complaint reference 112.,Other
Residents reported a noise issue near the central market. Complaint reference 113.,Other
Repeated requests have been made to resolve the public toilet issue. Complaint reference 114.,Other
The local authority should inspect the community center immediately. Complaint reference 115.,Other
People in the locality are concerned about garbage. Complaint reference 116.,Other
The condition of waste dumping has worsened over the last month. Complaint reference 117.,Other
Residents reported a community center issue near the central market. Complaint reference 118.,Other
Repeated requests have been made to resolve the garbage issue. Complaint reference 119.,Other
Public safety is affected due to market area. Complaint reference 120.,Other
Residents reported a garbage issue near the central market. Complaint reference 121.,Other
Multiple complaints received regarding market area this week. Complaint reference 122.,Other
Multiple complaints received regarding market area this week. Complaint reference 123.,Other
Repeated requests have been made to resolve the garbage issue. Complaint reference 124.,Other
Citizens complained about stray animals causing inconvenience. Complaint reference 125.,Other
Urgent attention required for park in the residential area. Complaint reference 126.,Other
Citizens complained about market area causing inconvenience. Complaint reference 127.,Other
A serious problem related to public toilet has been observed. Complaint reference 128.,Other
Repeated requests have been made to resolve the waste dumping issue. Complaint reference 129.,Other
The local authority should inspect the abandoned vehicle immediately. Complaint reference 130.,Other
Public safety is affected due to abandoned vehicle. Complaint reference 131.,Other
The local authority should inspect the park immediately. Complaint reference 132.,Other
The condition of stray animals has worsened over the last month. Complaint reference 133.,Other
A serious problem related to waste dumping has been observed. Complaint reference 134.,Other
Multiple complaints received regarding public toilet this week. Complaint reference 135.,Other
Residents reported a park issue near the central market. Complaint reference 136.,Other
Public safety is affected due to park. Complaint reference 137.,Other
Public safety is affected due to stray animals. Complaint reference 138.,Other
The condition of market area has worsened over the last month. Complaint reference 139.,Other
Residents reported a garbage issue near the central market. Complaint reference 140.,Other
Urgent attention required for noise in the residential area. Complaint reference 141.,Other
Public safety is affected due to community center. Complaint reference 142.,Other
People in the locality are concerned about tree branch. Complaint reference 143.,Other
Repeated requests have been made to resolve the park issue. Complaint reference 144.,Other
A serious problem related to garbage has been observed. Complaint reference 145.,Other
People in the locality are concerned about public toilet. Complaint reference 146.,Other
Multiple complaints received regarding community center this week. Complaint reference 147.,Other
Urgent attention required for garbage in the residential area. Complaint reference 148.,Other
Repeated requests have been made to resolve the abandoned vehicle issue. Complaint reference 149.,Other
Residents reported a waste dumping issue near the central market. Complaint reference 150.,Other
The local authority should inspect the noise immediately. Complaint reference 151.,Other
A serious problem related to garbage has been observed. Complaint reference 152.,Other
Citizens complained about waste dumping causing inconvenience. Complaint reference 153.,Other
Urgent attention required for stray animals in the residential area. Complaint reference 154.,Other
Citizens complained about abandoned vehicle causing inconvenience. Complaint reference 155.,Other
A serious problem related to waste dumping has been observed. Complaint reference 156.,Other
Public safety is affected due to waste dumping. Complaint reference 157.,Other
The local authority should inspect the market area immediately. Complaint reference 158.,Other
Citizens complained about stray animals causing inconvenience. Complaint reference 159.,Other
Repeated requests have been made to resolve the park issue. Complaint reference 160.,Other
Residents reported a tree branch issue near the central market. Complaint reference 161.,Other
Public safety is affected due to park. Complaint reference 162.,Other
Urgent attention required for public toilet in the residential area. Complaint reference 163.,Other
People in the locality are concerned about tree branch. Complaint reference 164.,Other
People in the locality are concerned about waste dumping. Complaint reference 165.,Other
The local authority should inspect the stray animals immediately. Complaint reference 166.,Other
Multiple complaints received regarding garbage this week. Complaint reference 167.,Other
The condition of community center has worsened over the last month. Complaint reference 168.,Other
The local authority should inspect the public toilet immediately. Complaint reference 169.,Other
Public safety is affected due to market area. Complaint reference 170.,Other
Citizens complained about stray animals causing inconvenience. Complaint reference 171.,Other
Public safety is affected due to waste dumping. Complaint reference 172.,Other
People in the locality are concerned about park. Complaint reference 173.,Other
A serious problem related to abandoned vehicle has been observed. Complaint reference 174.,Other
Urgent attention required for park in the residential area. Complaint reference 175.,Other
Citizens complained about abandoned vehicle causing inconvenience. Complaint reference 176.,Other
Citizens complained about stray animals causing inconvenience. Complaint reference 177.,Other
The local authority should inspect the stray animals immediately. Complaint reference 178.,Other
Urgent attention required for tree branch in the residential area. Complaint reference 179.,Other
Residents reported a park issue near the central market. Complaint reference 180.,Other
The condition of abandoned vehicle has worsened over the last month. Complaint reference 181.,Other
Multiple complaints received regarding tree branch this week. Complaint reference 182.,Other
Citizens complained about park causing inconvenience. Complaint reference 183.,Other
Citizens complained about park causing inconvenience. Complaint reference 184.,Other
The condition of stray animals has worsened over the last month. Complaint reference 185.,Other
Repeated requests have been made to resolve the market area issue. Complaint reference 186.,Other
Public safety is affected due to market area. Complaint reference 187.,Other
Residents reported a park issue near the central market. Complaint reference 188.,Other
The local authority should inspect the park immediately. Complaint reference 189.,Other
Urgent attention required for market area in the residential area. Complaint reference 190.,Other
People in the locality are concerned about waste dumping. Complaint reference 191.,Other
Public safety is affected due to tree branch. Complaint reference 192.,Other
